Price,Rooms,Type,Status,Parking Spaces,Land Size,Building Size,Architecture Style,County,Provider
"USD $1,350 per month",1 bathroom(s),Townhouse,Active,,728.43 m2,46.45 m2,Other,Fairfield,RE/MAX Right Choice
"USD $1,200 per month","2 bedroom(s), 2 bathroom(s)",House,Active,,"1,011.72 m2",124.86 m2,Other,Whitley,Century 21 Advantage Realty
"USD $1,550 per month","3 bedroom(s), 1 bathroom(s)",House,Active,4,,111.48 m2,Other,Wichita,Paramount Real Estate Services
"USD $3,150 per month","4 bedroom(s), 4 bathroom(s)",House,Active,,849.84 m2,349.59 m2,Other,Fayette,National Real Estate
"USD $3,350 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,113.43 m2,Other,Alameda,Sereno
"USD $2,950 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"1,052.18 m2",69.68 m2,Other,Brevard,"Premier Properties Real Estate, Inc."
"USD $2,750 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,,,125.42 m2,Ranch,New Haven,Calcagni Real Estate
"USD $2,900 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",House,Active,,242.81 m2,,Other,Queens,Trademarko Realty Inc.
"USD $2,495 per month","3 bedroom(s), 2 bathroom(s)",Apartment,Active,,"101,616.66 m2",110.18 m2,Other,Pinellas,Imperial Estates Realty Inc
"USD $1,700 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,485.62 m2,127.65 m2,Other,Fayette,"Bluegrass Property Exchange, Inc."
USD $950 per month,"1 bedroom(s), 1 bathroom(s)",House,Active,,566.56 m2,69.68 m2,Ranch,Sullivan,Keller Williams Hudson Valley Realty
"USD $1,502 per month","2 bedroom(s), 2 bathroom(s)",House,Active,,,89.19 m2,Other,,Cabana
USD $975 per month,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Townhouse,Active,,,111.48 m2,Other,Franklin,RE/MAX Bluegrass Realty
"USD $5,000 per month","1 bedroom(s), 2 bathroom(s)",Other,Active,1,"37,105.25 m2",93.83 m2,Other,Los Angeles,
"USD $2,700 per month","5 bedroom(s), 4 bathroom(s)",House,Active,,647.50 m2,243.50 m2,Other,,La Rosa Realty Kissimmee
"USD $2,460 per month","4 bedroom(s), 3 bathroom(s)",House,Active,2,445.15 m2,189.06 m2,Other,Clark,"Signature Real Estate Group, LLC"
USD $950 per month,"2 bedroom(s), 1 bathroom(s)",Apartment,Active,,"4,046.86 m2",92.90 m2,Other,Lincoln,Next Level Property Management LLC
"USD $5,500 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,"1,011.72 m2",138.05 m2,Other,Sarasota,FINE Properties
"USD $2,300 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,,,,Other,,Coldwell Banker Real Estate Services
USD $895 per month,"2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,,80.92 m2,Other,El Paso,Northern Pass Properties
"USD $7,000 per month","4 bedroom(s), 5 bathroom(s)",House,Active,2,,233.93 m2,Other,Oahu,
"USD $2,750 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,728.43 m2,183.20 m2,Other,Fayette,LRC Lexington's Real Estate Co
USD $950 per month,"1 bedroom(s), 1 bathroom(s)",House,Active,,"1,740.15 m2",46.82 m2,Other,Hardin,"BLUEGRASS REALTY PROS, INC"
"USD $1,900 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,121.98 m2,Other,Hays,Keller Williams Realty International
"USD $1,050 per month","3 bedroom(s), 1 bathroom(s)",Apartment,Active,,,84.45 m2,Other,St. Charles,GL Realty Group LLC
"USD $2,700 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,445.15 m2,102.94 m2,Ranch,Ocean,"eXp Realty, LLC"
"USD $1,400 per month","1 bedroom(s), 1 bathroom(s)",House,Active,,,48.22 m2,Cottage,Orleans,"Soniat Realty, Inc."
"USD $1,495 per month","2 bedroom(s), 2 bathroom(s), 1 basement(s)",Townhouse,Active,,,,Other,,Regal Ross Realty
"USD $7,495 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,,,Other,,JCITY REALTY LLC
"USD $2,400 per month","5 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Active,,"11,331.21 m2",216.28 m2,Other,Carroll,"Roche Realty Group, Inc."
"USD $2,800 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,,254.00 m2,Other,El Paso,Star Spangled Real Estate
"USD $3,200 per month",,Other,Active,,"3,601.71 m2",343.74 m2,Other,Brevard,Roopan Realty Inc.
"USD $1,755 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,,157.56 m2,Other,El Paso,Plummer Real Estate dba REMAX Associates
"USD $1,975 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,139.82 m2,Other,Dona Ana,KB Your Real Estate Experience
"USD $1,400 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,242.81 m2,78.04 m2,Other,Brevard,"Flag Agency, Inc."
"USD $4,000 per month","3 bedroom(s), 2 bathroom(s)",Apartment,Active,,,,Other,Kings,WHITTEMORE REALTY LLC
"USD $2,050 per month","4 bedroom(s), 2 bathroom(s)",House,Active,2,772.95 m2,160.82 m2,Other,Williamson,Classic Texas Properties
"USD $1,525 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,111.48 m2,Other,Escambia,Property Handlers
"USD $2,149 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,566.56 m2,147.07 m2,Other,Clark,Gavish Real Estate
"USD $2,450 per month","3 bedroom(s), 2 bathroom(s), 1 basement(s)",Townhouse,Active,,,174.19 m2,Colonial,New Haven,Press/Cuozzo Realtors
"USD $1,400 per month","2 bedroom(s), 3 bathroom(s)",Townhouse,Active,1,,106.00 m2,Other,Escambia,OLD SOUTH PROPERTIES INC
"USD $1,350 per month","1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,445.15 m2,412.49 m2,Other,Fairfield,RE/MAX Right Choice
"USD $2,650 per month","2 bedroom(s), 1 bathroom(s), 1 basement(s)",Townhouse,Active,1,607.03 m2,111.48 m2,Ranch,Fairfield,RE/MAX RIGHT CHOICE REAL ESTATE (TRUMBULL)(BRIDGEPORT)
"USD $1,350 per month",1 bathroom(s),Townhouse,Active,,728.43 m2,46.45 m2,Other,Fairfield,RE/MAX Right Choice
"USD $2,650 per month","2 bedroom(s), 1 bathroom(s), 1 basement(s)",Townhouse,Active,,607.03 m2,111.48 m2,Ranch,Fairfield,RE/MAX RIGHT CHOICE REAL ESTATE (TRUMBULL)(BRIDGEPORT)
"USD $6,200 per month","4 bedroom(s), 4 bathroom(s)",House,Active,3,"1,052.18 m2",345.79 m2,Other,Clark,Huntington & Ellis A Real Estate Agency
"USD $2,100 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,,195.47 m2,Other,Clark,Ideal Homes Realty
"USD $1,195 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,2024,687.97 m2,"1,204.40 m2",Other,Wayne,Prep Realty
"USD $2,494 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,728.43 m2,232.44 m2,Other,Fayette,Hendricks Real Estate Team
"USD $2,995 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,202.34 m2,207.64 m2,Contemporary,Fulton,One Source Affiliates Inc
"USD $1,300 per month","3 bedroom(s), 1 bathroom(s)",House,Active,,80.94 m2,,Contemporary,Clayton,One Source Affiliates Inc
"USD $5,500 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,60.39 m2,Victorian,,Compass
"USD $1,800 per month","4 bedroom(s), 2 bathroom(s)",House,Active,2,,155.52 m2,Other,Lonoke,PorchLight Realty
"USD $2,695 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,554.42 m2,131.36 m2,Other,Travis,Lakeline Realty
"USD $1,725 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,,,,Other,,Lencioni Real Estate LLC
"USD $2,880 per month","4 bedroom(s), 2 bathroom(s), 1 basement(s)",Townhouse,Active,,445.15 m2,114.18 m2,Colonial,New Haven,Rising Legacy Realty
USD $850 per month,"1 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Pending,,161.87 m2,156.36 m2,Colonial,Fairfield,RE/MAX Right Choice
"USD $2,549 per month","4 bedroom(s), 4 bathroom(s)",House,Active,,"1,861.56 m2",256.41 m2,Other,Sherburne,THR Brokerage IL Inc
"USD $1,525 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,404.69 m2,124.40 m2,Other,,"NextHome, Inc"
"USD $1,850 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,139.35 m2,Other,Escambia,NFI Property Management Solutions LLC
"USD $2,790 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,1,,89.65 m2,Other,Oahu,HomeBase Properties
"USD $1,700 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Townhouse,Active,2,161.87 m2,153.85 m2,Other,Clark,"Avalon Realty & Oaktree Management, Inc"
"USD $2,995 per month","4 bedroom(s), 3 bathroom(s)",House,Active,3,485.62 m2,270.63 m2,Other,Clark,ZZYZX Realty
"USD $2,995 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,1,"1,456.87 m2",112.41 m2,Modern,Fairfield,Keller Williams Realty
"USD $2,095 per month","3 bedroom(s), 2 bathroom(s)",House,Active,3,485.62 m2,149.67 m2,Other,Clark,RE/MAX Advantage
"USD $1,375 per month","1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,"1,254.53 m2","1,115.95 m2",Other,Fairfield,RE/MAX Right Choice
"USD $3,200 per month","3 bedroom(s), 4 bathroom(s), 1 livingroom(s)",House,Active,,"1,578.28 m2",286.51 m2,Ranch,Summit,Berkshire Hathaway HomeServices Kathy Reid Realty
"USD $2,400 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,526.09 m2,171.50 m2,Other,Brevard,Showcase Property Management LLC
"USD $9,950 per month","4 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Active,,"4,370.61 m2",267.56 m2,Ranch,Fairfield,Higgins Group Real Estate
"USD $3,695 per month","4 bedroom(s), 4 bathroom(s)",House,Active,,,209.96 m2,Other,Escambia,Pointe South
"USD $1,500 per month","3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",House,Active,,,111.95 m2,Other,Madison,The Real Estate Co.
"USD $1,995 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,526.09 m2,118.64 m2,Other,Fayette,"Bluegrass Property Exchange, Inc."
"USD $3,000 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,2,,81.94 m2,Other,Oahu,"Aloha Pacific Properties, Inc."
"USD $2,550 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,2,526.09 m2,189.24 m2,Other,Clark,Innova Realty & Management
"USD $1,675 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,,102.19 m2,Other,Orleans,Keller Williams Realty 455-0100
USD $950 per month,"1 bedroom(s), 1 bathroom(s)",House,Active,,"4,451.55 m2",222.60 m2,Other,Nye,Provenza Neth Properties
"USD $2,000 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,73.95 m2,Ranch,Fairfield,Keller Williams Realty
"USD $1,875 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,2,485.62 m2,138.33 m2,Other,Clark,XPAND REALTY & PROPERTY MANAGEMENT
"USD $2,000 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,2,647.50 m2,177.26 m2,Other,Clark,Las Vegas Realty LLC
"USD $2,800 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,3,768.90 m2,235.97 m2,Other,Clark,First Serve Realty
"USD $1,500 per month","1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,,95.23 m2,Other,Orleans,HODC LLC dba Keller Williams Realty New Orleans
"USD $100,000 per month","4 bedroom(s), 5 bathroom(s)",House,Active,,"2,266.24 m2",404.13 m2,Other,Pitkin,Aspen Snowmass Sotheby's International Realty
"USD $1,600 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,,77.57 m2,Cottage,Orleans,HomeSmart Realty South
"USD $2,150 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,2,566.56 m2,164.90 m2,Other,Clark,Home365 Las Vegas
"USD $1,950 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,47.85 m2,Other,Oahu,
"USD $1,250 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,,82.87 m2,Other,Clark,"Brady Realty Group, LLC"
"USD $2,500 per month","3 bedroom(s), 3 bathroom(s)",House,Active,1,380.40 m2,,Craftsman,Fulton,"Atlanta Communities Real Estate Brokerage, LLC"
"USD $1,600 per month",1 bathroom(s),Townhouse,Active,,,,Other,Oahu,Pinnacle Management Group
"USD $1,300 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,,687.97 m2,74.88 m2,Contemporary,Yavapai,CMA Realty
"USD $1,075 per month","1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,647.50 m2,349.69 m2,Other,New Haven,RE/MAX Right Choice
"USD $1,500 per month","3 bedroom(s), 2 bathroom(s)",House,Active,1,,130.06 m2,Other,Escambia,OLD SOUTH PROPERTIES INC
"USD $1,600 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,,69.68 m2,Other,Orleans,Rêve | Realtors
"USD $1,050 per month","1 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,,80.08 m2,Other,Clark,"Shelter Realty, Inc."
USD $12 per month,1 basement(s),Other,Active,,"7,243.88 m2",832.41 m2,Other,Isabella,LABELLE REALTY LLC
"USD $2,375 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,283.28 m2,173.26 m2,Other,Clark,Ideal Homes Realty
"USD $2,900 per month","4 bedroom(s), 3 bathroom(s)",House,Active,1,364.22 m2,172.99 m2,Other,Clark,Advanced Brokers
"USD $1,895 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,,169.18 m2,Other,Escambia,"MARK DOWNEY & ASSOCIATES, INC."
"USD $2,500 per month","4 bedroom(s), 3 bathroom(s)",House,Active,3,485.62 m2,252.88 m2,Other,Clark,Berkshire Hathaway HomeServices Nevada Properties
"USD $3,000 per month","3 bedroom(s), 1 bathroom(s), 1 basement(s)",House,Active,1,445.15 m2,222.97 m2,Ranch,Fairfield,Candlewood Realty
USD $1 per month,,Other,Active,,,,Other,,COTTONWOOD COMMERCIAL LLC
"USD $1,150 per month","3 bedroom(s), 1 bathroom(s)",House,Active,,445.15 m2,,Other,Lorain,Coldwell Banker Schmidt Realty
"USD $2,595 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,445.15 m2,146.60 m2,Other,Clark,iProperties International
"USD $1,600 per month","4 bedroom(s), 1 bathroom(s)",House,Active,,,127.93 m2,New Traditional,Tangipahoa,CLASSIC HOMES & PROPERTIES
"USD $1,195 per month","3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Other,Active,,971.25 m2,92.44 m2,Other,Jefferson,"RPE Holdings, LLC"
"USD $2,200 per month","5 bedroom(s), 2 bathroom(s)",House,Active,,890.31 m2,247.49 m2,Other,Brevard,RE/MAX Elite
"USD $1,750 per month",,Other,Active,,445.15 m2,,Other,Summit,Chervenic Realty Inc
"USD $1,350 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,333.06 m2,70.23 m2,Cottage,Orleans,Keller Williams Realty 455-0100
"USD $1,950 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,323.75 m2,155.71 m2,Other,Clark,Realty ONE Group
"USD $1,200 per month","3 bedroom(s), 1 bathroom(s)",House,Active,,121.41 m2,131.92 m2,Ranch,Wayne,LogicalProperty Management LLC
"USD $1,450 per month","1 bedroom(s), 1 bathroom(s)",House,Active,,,74.32 m2,Other,Orleans,"eXp Realty, LLC"
"USD $1,500 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,,"1,011.72 m2",65.03 m2,Other,Dutchess,Compass
"USD $1,800 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,283.28 m2,137.78 m2,Other,Clark,"Brady Realty Group, LLC"
"USD $1,000 per month",,Other,Active,,445.96 m2,,Other,Summit,Chervenic Realty Inc
"USD $1,800 per month","1 bedroom(s), 2 bathroom(s)",Apartment,Active,,,87.42 m2,Other,Travis,Keller Williams - Austin Northwest
"USD $2,300 per month","2 bedroom(s), 2 bathroom(s), 1 basement(s)",Apartment,Active,2,,150.50 m2,Other,Hartford,The Greene Realty Group
"USD $2,000 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Townhouse,Active,2,445.15 m2,131.64 m2,Other,Clark,Wynn Realty Group
"USD $18,000 per month","4 bedroom(s), 5 bathroom(s)",House,Active,,,384.53 m2,Other,Travis,Keller Williams Realty International
"USD $2,500 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,1,,95.04 m2,Other,Oahu,"Young Properties, Inc."
"USD $2,750 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,,,125.42 m2,Ranch,New Haven,Calcagni Real Estate
"USD $2,400 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Pending,,,76.37 m2,Other,Oakland,RE Krausmann & Associates LLC
"USD $1,200 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,,96.25 m2,Cottage,Orleans,"Soniat Realty, Inc."
"USD $2,795 per month","4 bedroom(s), 4 bathroom(s)",House,Active,2,404.69 m2,233.28 m2,Other,Clark,1st Priority Realty LLc
"USD $2,400 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,,183.86 m2,Other,Travis,Keller Williams Realty International
"USD $2,800 per month","3 bedroom(s), 3 bathroom(s)",Other,Active,,101.17 m2,185.06 m2,New Traditional,DeKalb,"Realty Associates of Atlanta, LLC"
USD $800 per month,,Other,Active,,918.64 m2,,Other,Muskingum,Lepi & Associates Real Estate Services
"USD $2,500 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,161.87 m2,187.66 m2,Other,Hennepin,"Imagine Realty & Construction, Inc."
"USD $2,600 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,323.75 m2,161.65 m2,Other,Clark,"Rustic Properties, Inc."
"USD $3,200 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,73.21 m2,Other,Oahu,STERMAN REALTY
"USD $2,349 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,"1,529.71 m2",156.63 m2,Other,Scott-MN,THR Brokerage IL Inc
"USD $1,250 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,,,85.94 m2,Other,Jefferson,Ardan Realty
"USD $7,000 per month","4 bedroom(s), 4 bathroom(s)",House,Active,,687.97 m2,150.87 m2,Cape Cod,Monmouth,"eXp Realty, LLC"
"USD $2,175 per month","3 bedroom(s), 2 bathroom(s)",House,Active,3,"1,080.51 m2",188.59 m2,New Traditional,Fulton,"Atlanta Communities Real Estate Brokerage, LLC"
USD $995 per month,"3 bedroom(s), 2 bathroom(s)",Townhouse,Active,,,107.95 m2,Other,Bleckley County,Fickling & Company
"USD $1,800 per month","3 bedroom(s), 4 bathroom(s)",Other,Active,4,,,Other,Monongalia,"Howard Hanna Premier Properties By Barbara Alexander, LLC"
"USD $1,650 per month","1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,,145.58 m2,Victorian,Orleans,Prime Real Estate Partners
"USD $2,100 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,485.62 m2,151.62 m2,Other,Maricopa,RE/MAX Desert Showcase
"USD $1,250 per month",1 bathroom(s),House,Active,,,41.81 m2,Cottage,Jefferson,Rêve | Realtors
"USD $2,500 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,890.31 m2,181.16 m2,New Traditional,St. Tammany,Keller Williams NOLA Northlake
USD $850 per month,"6 bedroom(s), 1 bathroom(s)",Townhouse,Active,,325.37 m2,,Other,Cuyahoga,Chervenic Realty Inc
"USD $3,300 per month","4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,,,Cape Cod,Ocean,Patrick Parker Realty
"USD $1,500 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,,132.11 m2,Other,Saline,Prime Realty and Property Management
"USD $1,550 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,95.13 m2,Other,Clark,RE/MAX Advantage
"USD $1,299 per month","3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Other,Active,,890.31 m2,105.35 m2,Other,Jefferson,Dream J.P. Pirtle realtors
"USD $2,500 per month","5 bedroom(s), 3 bathroom(s)",House,Active,,809.37 m2,227.98 m2,Other,Mecklenburg,ERA Live Moore Real Estate
"USD $2,999 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,2,,91.42 m2,High Rise,Clark,Simply Vegas
"USD $2,500 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,404.69 m2,182.00 m2,Other,Clark,Real Property Management of Las Vegas
"USD $6,285 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,526.09 m2,167.60 m2,Other,Westchester,"CS Realty Relocation Services, Inc."
USD $8 per month,,Other,Active,,833.25 m2,,Other,Columbiana,Burgan Real Estate
"USD $20,000 per month","4 bedroom(s), 5 bathroom(s)",Other,Active,,890.31 m2,278.99 m2,Contemporary,Maricopa,HomeSmart
USD $660 per month,"1 bedroom(s), 2 bathroom(s)",Apartment,Active,,,,Other,Muskingum,Lepi & Associates Real Estate Services
USD $14 per month,,Other,Active,,"8,093.72 m2",,Other,Stark,Keller Williams Legacy Group Realty
"USD $2,200 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,364.22 m2,142.05 m2,Other,Clark,Lantana Real Estate
"USD $1,800 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,131.55 m2,Other,Hays,Keller Williams Realty International
"USD $1,350 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,58.06 m2,Other,Orleans,Rêve | Realtors
"USD $7,500 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,,193.61 m2,Victorian,Orleans,Witry Collective LLC
"USD $1,900 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,156.73 m2,New Traditional,Tangipahoa,"Metropolitan Real Estate Services & Associates, Inc"
"USD $1,550 per month","2 bedroom(s), 3 bathroom(s)",Townhouse,Active,,40.47 m2,,Other,Mecklenburg,"K.M.D. Realty, Inc"
"USD $1,150 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,,104.24 m2,New Traditional,Orleans,HODC LLC dba Keller Williams Realty New Orleans
"USD $3,500 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,2,323.75 m2,136.85 m2,Other,Clark,Showpiece Realty
"USD $2,550 per month","4 bedroom(s), 2 bathroom(s)",Other,Active,,728.43 m2,203.64 m2,Ranch,Maricopa,Keller Williams Professional Partners
"USD $2,000 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"1,295.00 m2",108.60 m2,Other,Richmond,CENTURY 21 Larry Miller Realty
"USD $2,450 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,687.97 m2,193.70 m2,Spanish,Maricopa,Keller Williams Professional Partners
"USD $2,150 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,,485.62 m2,119.75 m2,Ranch,Maricopa,eXp Realty
"USD $1,550 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,,971.25 m2,102.19 m2,Other,Maricopa,Real Living SJ Fowler Real Estate
"USD $1,950 per month","1 bedroom(s), 1 bathroom(s)",Townhouse,Active,1,,49.80 m2,Other,Oahu,Benn Pacific Group Inc
"USD $5,000 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,,"1,052.18 m2",111.48 m2,Other,Collier,"Waterfront Realty Group, Inc."
